Kampus_PT;Nomor urut;Jenis Kelamin;Umur;Fakultas;Prodi;Tingkat Semester;Uang Saku;jumlah mobil;jumlah motor;jumlah sepeda;kendaraan utama;jenis tempat tinggal;jarak;biaya sepekan;Jumlah Perjalanan Senin;Jumlah Perjalanan Selasa;Jumlah Perjalanan Rabu;Jumlah Perjalanan Kamis;Jumlah Perjalanan Jumat;Jumlah Perjalanan Sabtu;Jumlah Perjalanan Ahad
UINRIL;123;Laki-laki;22;Ushuluddin dan Studi Agama;Studi Agama-Agama;Semester 7-8;< 1 Jt;0;2;1;Sepeda motor pribadi;Rumah pribadi;4,59;50;0;3;2;2;2;0;2
UINRIL;124;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos bersama-sama;2,09;50;2;0;0;0;3;2;0
UINRIL;127;Laki-laki;24;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos bersama-sama;4,31;50;3;3;2;2;4;2;2
UINRIL;141;Laki-laki;20;Ushuluddin dan Studi Agama;Studi Agama-Agama;Semester 3-4;< 1 Jt;1;4;2;Sepeda motor pribadi;Rumah pribadi;3,28;50;0;4;4;2;2;2;0
UINRIL;143;Laki-laki;22;Syariah;Hukum Keluarga;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;4,36;50;3;3;3;0;2;2;2
UINRIL;145;Laki-laki;21;Syariah;Hukum Keluarga;Semester 5-6;1 - 2 Jt;0;2;0;Sepeda motor pribadi;Rumah pribadi;4,05;50;0;3;3;0;3;2;0
UINRIL;151;Perempuan;23;Syariah;Hukum Keluarga;Semester 7-8;< 1 Jt;0;2;1;Sepeda motor pribadi;Rumah pribadi;6,16;50;3;0;2;2;2;2;0
UINRIL;152;Perempuan;22;Syariah;Hukum Keluarga;Semester 7-8;> 4 Jt;1;1;0;Sepeda motor pribadi;Rumah pribadi;5,74;50;3;2;0;0;0;0;2
UINRIL;153;Perempuan;22;Syariah;Hukum Keluarga;Semester 7-8;3,1 - 4 Jt;1;1;0;Sepeda motor pribadi;Rumah pribadi;7,82;50;3;3;2;3;0;2;0
UINRIL;154;Perempuan;20;Dakwah dan Ilmu Komunikasi;Pengembangan Masyarakat Islam;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,71;50;4;4;5;4;4;0;2
UINRIL;173;Perempuan;20;Syariah;Hukum Ekonomi;Semester 3-4;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;5,55;50;4;4;4;4;4;0;0
UINRIL;178;Laki-laki;25;Ushuluddin dan Studi Agama;Ilmu Alquran dan Tafsir;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos bersama-sama;5,71;50;2;2;0;2;2;2;0
UINRIL;184;Perempuan;21;Ushuluddin dan Studi Agama;Psikologi Islam;Semester 5-6;1 - 2 Jt;0;2;2;Sepeda motor pribadi;Rumah pribadi;29,26;50;0;3;2;2;0;0;0
UINRIL;185;Laki-laki;21;Ushuluddin dan Studi Agama;Psikologi Islam;Semester 5-6;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;16,17;50;3;3;0;0;2;2;0
UINRIL;186;Laki-laki;23;Ekonomi dan Bisnis Islam;Manajemen Bisnis Syariah;Semester 7-8;1 - 2 Jt;0;3;1;Sepeda motor pribadi;Rumah pribadi;34,73;50;3;3;3;3;2;0;0
UINRIL;194;Perempuan;20;Syariah;Hukum Ekonomi;Semester 3-4;1 - 2 Jt;0;1;1;Sepeda motor pribadi;Kos sendiri;0,83;50;2;2;3;0;0;0;4
UINRIL;201;Perempuan;21;Syariah;Hukum Ekonomi;Semester 7-8;< 1 Jt;0;2;1;Layanan online;Rumah pribadi;5,04;50;0;4;3;0;2;0;0
UINRIL;203;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;< 1 Jt;0;2;0;Sepeda motor pribadi;Rumah pribadi;3,86;50;2;2;0;3;3;2;0
UINRIL;205;Perempuan;22;Ushuluddin dan Studi Agama;Psikologi Islam;Semester 7-8;3,1 - 4 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,55;50;3;2;3;0;0;1;1
UINRIL;207;Perempuan;22;Syariah;Hukum Keluarga;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,95;50;2;0;0;2;3;0;0
UINRIL;208;Laki-laki;22;Syariah;Hukum Keluarga;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;7,93;50;3;2;0;0;2;2;2
UINRIL;212;Laki-laki;19;Syariah;Hukum Ekonomi;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,84;50;4;3;3;4;4;4;3
UINRIL;213;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,14;50;3;3;3;2;3;3;2
UINRIL;217;Laki-laki;21;Dakwah dan Ilmu Komunikasi;Bimbingan Konseling Islam;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,44;50;0;0;0;3;6;0;5
UINRIL;218;Laki-laki;21;Ushuluddin dan Studi Agama;Studi Agama-Agama;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;3,17;50;4;5;3;4;6;4;5
UINRIL;226;Perempuan;20;Dakwah dan Ilmu Komunikasi;Bimbingan Konseling Islam;Semester 7-8;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;3,38;50;2;0;0;0;3;0;2
UINRIL;231;Perempuan;19;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 3-4;< 1 Jt;0;1;1;Sepeda motor pribadi;Rumah pribadi;25,71;50;2;2;2;2;2;2;2
UINRIL;232;Perempuan;21;Syariah;Hukum Tata Negara;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;4,17;50;0;2;3;0;0;0;0
UINRIL;234;Perempuan;22;Dakwah dan Ilmu Komunikasi;Bimbingan Konseling Islam;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,18;50;2;4;6;4;4;4;2
UINRIL;235;Laki-laki;21;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;0,28;50;3;2;3;0;2;2;2
UINRIL;241;Laki-laki;18;Ekonomi dan Bisnis Islam;Akuntansi Syariah;Semester 1-2;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,04;50;3;2;2;0;3;0;0
UINRIL;242;Laki-laki;22;Ekonomi dan Bisnis Islam;Manajemen Bisnis Syariah;Semester 7-8;< 1 Jt;1;2;1;Sepeda motor pribadi;Rumah pribadi;2,59;50;3;3;2;4;4;2;2
UINRIL;247;Laki-laki;21;Tarbiyah dan Keguruan;Manajemen Pendidikan Islam;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;4,31;50;4;4;4;4;5;0;0
UINRIL;249;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;1 - 2 Jt;2;2;0;Sepeda motor pribadi;Rumah pribadi;6,07;50;3;3;5;4;2;4;3
UINRIL;250;Laki-laki;22;Dakwah dan Ilmu Komunikasi;Manajemen Dakwah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,32;50;4;3;3;2;2;3;2
UINRIL;254;Laki-laki;22;Tarbiyah dan Keguruan;Manajemen Pendidikan Islam;Semester 5-6;1 - 2 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;5,08;50;4;4;4;4;7;0;0
UINRIL;256;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;< 1 Jt;0;2;1;Sepeda motor pribadi;Rumah saudara;3,87;50;3;4;3;3;4;0;0
UINRIL;259;Perempuan;21;Dakwah dan Ilmu Komunikasi;Pengembangan Masyarakat Islam;Semester 7-8;< 1 Jt;0;1;0;Layanan online;Kos sendiri;2,2;50;2;3;3;2;0;2;0
UINRIL;260;Perempuan;21;Tarbiyah dan Keguruan;Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,96;50;3;2;4;3;2;0;4
UINRIL;268;Laki-laki;22;Ekonomi dan Bisnis Islam;Perbankan Syariah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,87;50;4;2;3;0;2;2;0
UINRIL;269;Laki-laki;21;Ekonomi dan Bisnis Islam;Perbankan Syariah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,42;50;2;3;3;4;5;0;0
UINRIL;276;Laki-laki;21;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,56;50;4;4;6;4;4;4;4
UINRIL;280;Laki-laki;21;Tarbiyah dan Keguruan;Pendidikan Fisika;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,22;50;2;4;2;3;2;4;0
UINRIL;282;Laki-laki;22;Tarbiyah dan Keguruan;Sistem Informasi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;3,96;50;4;4;4;5;4;4;4
UINRIL;283;Laki-laki;22;Dakwah dan Ilmu Komunikasi;Manajemen Dakwah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,36;50;3;0;2;2;3;0;2
UINRIL;284;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 7-8;1 - 2 Jt;0;2;1;Sepeda motor pribadi;Rumah pribadi;5,47;50;2;3;2;3;2;2;2
UINRIL;286;Laki-laki;21;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;3,87;50;3;2;2;2;5;0;2
UINRIL;287;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;4,17;50;2;2;0;2;2;3;2
UINRIL;290;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Fisika;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,5;50;4;3;2;0;4;2;0
UINRIL;291;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Fisika;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;3,65;50;3;3;2;2;4;0;4
UINRIL;292;Laki-laki;21;Tarbiyah dan Keguruan;Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,5;50;0;3;4;4;2;2;2
UINRIL;294;Laki-laki;20;Tarbiyah dan Keguruan;Pendidikan Fisika;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,26;50;4;4;4;4;3;0;0
UINRIL;299;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 5-6;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;3,17;50;2;2;2;2;0;0;2
UINRIL;302;Laki-laki;22;Tarbiyah dan Keguruan;Manajemen Pendidikan Islam;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,46;50;3;2;3;2;5;0;2
UINRIL;304;Laki-laki;20;Adab;Ilmu Perpustakaan dan Informasi Islam;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,39;50;3;2;2;0;3;3;2
UINRIL;305;Laki-laki;21;Dakwah dan Ilmu Komunikasi;Pengembangan Masyarakat Islam;Semester 5-6;1 - 2 Jt;1;3;1;Sepeda motor pribadi;Rumah pribadi;2,31;50;4;4;2;2;2;2;2
UINRIL;307;Laki-laki;23;Syariah;Hukum Keluarga;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,3;50;2;3;0;3;2;2;2
UINRIL;308;Laki-laki;21;Ushuluddin dan Studi Agama;Pemikiran Politik Islam;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,23;50;3;4;6;6;4;2;0
UINRIL;313;Laki-laki;22;Dakwah dan Ilmu Komunikasi;Komunikasi dan Penyiaran Islam;Semester 5-6;1 - 2 Jt;1;2;5;Sepeda motor pribadi;Rumah pribadi;1,05;50;2;4;0;4;2;2;2
UINRIL;315;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;2,08;50;4;4;4;4;5;2;0
UINRIL;317;Laki-laki;23;Tarbiyah dan Keguruan;Pendidikan Biologi;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,84;50;3;0;2;0;2;2;2
UINRIL;319;Laki-laki;21;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 3-4;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,03;50;4;2;2;0;3;2;0
UINRIL;320;Laki-laki;20;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,82;50;2;3;4;3;4;0;2
UINRIL;323;Perempuan;18;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 3-4;< 1 Jt;0;2;0;Sepeda motor pribadi;Rumah pribadi;5,59;50;2;0;2;2;0;2;0
UINRIL;324;Perempuan;22;Tarbiyah dan Keguruan;Pendidikan Matematika;Semester 7-8;< 1 Jt;0;2;1;Sepeda motor pribadi;Rumah pribadi;4,5;50;3;2;3;2;0;0;2
UINRIL;326;Laki-laki;22;Ushuluddin dan Studi Agama;Ilmu Alquran dan Tafsir;Semester 5-6;1 - 2 Jt;2;3;1;Sepeda motor pribadi;Rumah pribadi;6,62;50;0;4;1;2;2;2;2
UINRIL;335;Laki-laki;20;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 7-8;1 - 2 Jt;1;3;1;Sepeda motor pribadi;Rumah pribadi;2,26;50;2;2;2;0;2;0;3
UINRIL;336;Perempuan;20;Tarbiyah dan Keguruan;Pendidikan Anak Usia Dini;Semester 5-6;< 1 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;3,74;50;2;2;2;2;2;1;1
UINRIL;337;Laki-laki;21;Ekonomi dan Bisnis Islam;Perbankan Syariah;Semester 5-6;1 - 2 Jt;0;2;0;Sepeda motor pribadi;Rumah pribadi;2,08;50;3;3;3;3;3;2;0
UINRIL;342;Perempuan;20;Ekonomi dan Bisnis Islam;Perbankan Syariah;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;7,63;50;2;2;2;3;1;0;3
UINRIL;346;Laki-laki;21;Tarbiyah dan Keguruan;Manajemen Pendidikan Islam;Semester 5-6;3,1 - 4 Jt;1;3;1;Sepeda motor pribadi;Rumah pribadi;4,26;50;2;2;2;2;3;2;0
UINRIL;355;Laki-laki;23;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;3,95;50;2;0;0;2;5;0;0
UINRIL;358;Perempuan;18;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 1-2;1 - 2 Jt;1;2;2;Sepeda motor pribadi;Rumah pribadi;7,11;50;0;4;4;2;4;0;0
UINRIL;364;Laki-laki;22;Tarbiyah dan Keguruan;Biologi;Semester 7-8;1 - 2 Jt;1;2;1;Sepeda motor pribadi;Rumah pribadi;4,29;50;0;2;2;2;4;3;0
UINRIL;367;Perempuan;21;Tarbiyah dan Keguruan;Biologi;Semester 5-6;1 - 2 Jt;2;3;3;Sepeda motor pribadi;Rumah pribadi;6,67;50;3;0;0;4;0;0;3
UINRIL;369;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Fisika;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;3,77;50;2;3;2;2;4;0;2
UINRIL;370;Laki-laki;21;Ekonomi dan Bisnis Islam;Akuntansi Syariah;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;7,18;50;2;2;4;4;0;0;0
UINRIL;398;Perempuan;21;Tarbiyah dan Keguruan;Pendidikan Bahasa Inggris;Semester 5-6;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;1,38;50;2;4;2;2;2;0;0
UBL;3;Laki-laki;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;1;2;2;Sepeda motor pribadi;Rumah pribadi;3,23707225;50;1;1;1;1;1;1;1
UBL;9;Laki-laki;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;1;1;1;Sepeda motor pribadi;Rumah pribadi;4,735578254;50;4;4;4;4;3;4;4
UBL;11;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;NA;1;NA;Sepeda motor pribadi;Rumah mengontrak pribadi;2,423931439;50;0;3;1;1;1;1;1
UBL;12;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;0;2;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,411815956;50;2;1;2;1;2;1;1
UBL;16;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,781954445;50;2;3;2;2;2;2;1
UBL;21;Laki-laki;20;Fakultas Teknik;Teknik Sipil;Semester 5-6;2,1 - 3 Jt;1;2;3;Sepeda motor pribadi;Kos bersama-sama;43,54519224;50;4;1;1;1;1;1;1
UBL;23;Laki-laki;21;Fakultas Ilmu Komputer;Sistem Informasi;Semester 3-4;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,965350967;50;0;1;1;1;1;1;1
UBL;25;Laki-laki;18;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 1-2;< 1 Jt;0;1;1;Sepeda motor pribadi;Rumah pribadi;3,753355386;50;2;4;3;3;3;3;3
UBL;26;Perempuan;20;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 3-4;1 - 2 Jt;0;0;0;Sepeda motor pribadi;Asrama;30,52721376;50;0;1;1;1;1;1;1
UBL;28;Laki-laki;21;Fakultas Ekonomi dan Bisnis;Administrasi Bisnis;Semester 5-6;2,1 - 3 Jt;2;3;3;Sepeda motor pribadi;Kos sendiri;0,298610794;50;0;1;1;1;1;1;1
UBL;31;Perempuan;22;Fakultas Teknik;Arsitektur;Semester 7-8;2,1 - 3 Jt;2;2;0;Sepeda motor pribadi;Kos sendiri;0,329986236;50;2;3;2;1;1;1;1
UBL;43;Perempuan;20;Fakultas Hukum;Ilmu Hukum;Semester 3-4;< 1 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;24,02112105;50;1;1;1;1;1;1;1
UBL;45;Perempuan;22;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Bahasa Inggris;Semester 7-8;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Kos bersama-sama;0,421196876;50;2;4;1;4;5;3;2
UBL;46;Perempuan;20;Fakultas Ilmu Komputer;Sistem Informasi;Semester 1-2;2,1 - 3 Jt;2;1;0;Sepeda motor pribadi;Kos sendiri;1,977390761;50;2;2;3;2;3;2;3
UBL;47;Perempuan;18;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 1-2;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;3,23707225;50;2;2;2;2;2;1;1
UBL;71;Laki-laki;22;Fakultas Ilmu Sosial dan Politik;Administrasi Publik;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;0,063516761;50;2;1;2;2;1;1;3
UBL;72;Perempuan;20;Fakultas Ekonomi dan Bisnis;Administrasi Bisnis;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;13,65606412;50;0;2;1;1;3;1;1
UBL;76;Perempuan;19;Fakultas Teknik;Teknik Mesin;Semester 3-4;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;4,774000085;50;0;3;2;1;1;3;1
UBL;79;Laki-laki;21;Fakultas Ilmu Komputer;Sistem Informasi;Semester 5-6;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,311269222;50;2;2;3;2;1;1;3
UBL;86;Laki-laki;18;Fakultas Teknik;Arsitektur;Semester 1-2;3,1 - 4 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;0,177691507;50;2;2;2;2;2;3;1
UBL;94;Perempuan;21;Fakultas Ilmu Sosial dan Politik;Administrasi Publik;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;4,774000085;50;3;4;1;1;2;1;1
UBL;96;Laki-laki;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 5-6;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,311269222;50;0;4;4;3;9;2;2
UBL;102;Laki-laki;20;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 5-6;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Kos sendiri;1,311269222;50;3;1;3;1;4;1;1
UBL;117;Laki-laki;20;Fakultas Ilmu Sosial dan Politik;Administrasi Publik;Semester 3-4;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Rumah saudara;5,446244425;50;2;4;2;3;4;1;1
UBL;124;Laki-laki;22;Fakultas Ilmu Komputer;Sistem Informasi;Semester 3-4;1 - 2 Jt;0;1;0;Layanan online;Kos sendiri;1,311269222;50;4;4;1;1;2;1;1
UBL;128;Laki-laki;22;Fakultas Teknik;Teknik Sipil;Semester 7-8;2,1 - 3 Jt;0;0;0;Menumpang dengan teman/keluarga;Kos sendiri;0,177691507;50;6;2;1;1;2;1;2
UBL;133;Perempuan;22;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Bahasa Inggris;Semester 7-8;2,1 - 3 Jt;0;0;0;Layanan online;Kos sendiri;0,063516761;50;3;3;1;1;1;1;3
UBL;135;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 5-6;1 - 2 Jt;0;0;1;Berjalan kaki;Kos sendiri;0,421196876;50;3;3;4;3;2;2;2
UBL;139;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;1;2;0;Mobil pribadi;Rumah pribadi;3,68562406;50;4;1;4;1;2;2;1
UBL;140;Laki-laki;19;Fakultas Hukum;Ilmu Hukum;Semester 1-2;1 - 2 Jt;2;1;0;Berjalan kaki;Kos sendiri;0,421196876;50;2;4;3;2;2;1;2
UBL;141;Perempuan;19;Fakultas Hukum;Ilmu Hukum;Semester 1-2;1 - 2 Jt;0;0;0;Berjalan kaki;Kos sendiri;0,421196876;50;2;4;3;2;1;4;1
UBL;144;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;5,830706844;50;4;1;1;3;2;1;1
UBL;146;Perempuan;20;Fakultas Ilmu Sosial dan Politik;Administrasi Bisnis;Semester 5-6;1 - 2 Jt;1;1;1;Sepeda motor pribadi;Rumah pribadi;2,77823329;50;4;1;3;2;1;2;1
UBL;148;Laki-laki;19;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 1-2;1 - 2 Jt;3;2;1;Menumpang dengan teman/keluarga;Rumah pribadi;5,010516877;50;4;4;1;2;1;2;1
UBL;157;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;2;2;0;Sepeda motor pribadi;Rumah pribadi;3,315212938;50;2;2;1;1;2;1;1
UBL;160;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;4,02041498;50;3;3;4;2;2;3;1
UBL;169;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;2,520245882;50;1;1;1;1;1;1;1
UBL;171;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;2,530244341;50;2;1;2;2;1;2;3
UBL;173;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;1;0;0;Mobil pribadi;Rumah pribadi;2,190541521;50;1;1;1;1;1;1;1
UBL;189;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;0;1;0;Sepeda motor pribadi;Rumah pribadi;2,629455679;50;2;2;2;2;2;1;2
UBL;195;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;0;0;0;Berjalan kaki;Kos sendiri;0,592361664;50;2;2;1;4;2;2;2
UBL;198;Laki-laki;20;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 5-6;1 - 2 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;2,958160665;50;2;2;3;1;1;1;1
UBL;218;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;5,986168756;50;1;1;1;1;1;1;1
UBL;226;Laki-laki;20;Fakultas Teknik;Teknik Sipil;Semester 5-6;1 - 2 Jt;0;0;0;Berjalan kaki;Kos sendiri;0,421196876;50;3;3;4;3;3;2;1
UBL;242;Perempuan;21;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 7-8;2,1 - 3 Jt;2;3;0;Mobil pribadi;Rumah pribadi;1,35683147;50;2;2;2;1;1;2;3
UBL;246;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;1;3;0;Mobil pribadi;Rumah pribadi;1,539924059;50;2;2;2;2;2;2;1
UBL;270;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;2;1;0;Sepeda motor pribadi;Rumah pribadi;2,364386957;50;1;2;2;2;2;2;1
UBL;276;Laki-laki;19;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 5-6;2,1 - 3 Jt;0;4;0;Sepeda motor pribadi;Rumah pribadi;1,244403707;50;6;6;6;1;1;1;1
UBL;290;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;2;2;0;Sepeda motor pribadi;Rumah pribadi;2,713970664;50;2;2;2;1;2;2;1
UBL;295;Perempuan;20;Fakultas Hukum;Ilmu Hukum;Semester 5-6;3,1 - 4 Jt;NA;2;0;Sepeda motor pribadi;Rumah pribadi;1,636160181;50;4;4;4;1;1;2;1
UBL;305;Laki-laki;20;Fakultas Hukum;Ilmu Hukum;Semester 5-6;< 1 Jt;1;2;1;Sepeda motor pribadi;Rumah pribadi;4,931691228;50;1;1;1;1;1;1;1
